tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0050043,tvSeries,The New Adventures of Charlie Chan,The New Adventures of Charlie Chan,0,1957,1958,30,Mystery,7.5,146
tt0050045,tvSeries,The O. Henry Playhouse,The O. Henry Playhouse,0,1957,1957,30,Drama,6.3,56
tt0050049,tvSeries,Panic!,Panic!,0,1957,,30,Thriller,8.2,66
tt0050051,tvSeries,Perry Mason,Perry Mason,0,1957,1966,60,"Crime, Drama, Mystery",8.3,12474
tt0050053,tvSeries,The Real McCoys,The Real McCoys,0,1957,1963,30,"Comedy, Family",7.6,1349
tt0050054,tvSeries,Rendezvous,Rendezvous,0,1957,,30,Drama,7.1,38
tt0050055,tvSeries,The Restless Gun,The Restless Gun,0,1957,1959,30,Western,7.5,312
tt0050056,tvSeries,"Richard Diamond, Private Detective","Richard Diamond, Private Detective",0,1956,1960,30,"Action, Crime, Drama",7.7,299
tt0050057,tvSeries,The Ruff & Reddy Show,The Ruff & Reddy Show,0,1957,1962,30,"Animation, Comedy, Family",6.7,254
tt0050058,tvSeries,Sailor of Fortune,Sailor of Fortune,0,1955,,30,"Adventure, Drama",6.8,37
tt0050061,tvSeries,The Silent Service,The Silent Service,0,1957,1958,30,"Action, War",8.5,169
tt0050062,tvSeries,State Trooper,State Trooper,0,1956,1959,30,Drama,7.4,129
tt0050063,tvSeries,Sugarfoot,Sugarfoot,0,1957,1961,60,Western,7.4,477
tt0050064,tvSeries,Suspicion,Suspicion,0,1957,1958,60,"Crime, Drama, Mystery",8.1,544
tt0050066,tvSeries,Tales of Wells Fargo,Tales of Wells Fargo,0,1957,1962,60,Western,7.9,1351
tt0050067,tvSeries,The Thin Man,The Thin Man,0,1957,1959,30,Mystery,7.1,294
tt0050069,tvSeries,Tombstone Territory,Tombstone Territory,0,1957,1960,30,Western,7.9,593
tt0050070,tvSeries,America After Dark,America After Dark,0,1957,,105,"News, Talk-Show",2.5,129
tt0050071,tvSeries,Trackdown,Trackdown,0,1957,1959,30,Western,7.8,347
tt0050072,tvSeries,The Twentieth Century,The Twentieth Century,0,1957,1968,30,"Documentary, History",8.2,90
tt0050073,tvSeries,Wagon Train,Wagon Train,0,1957,1965,75,Western,7.5,3933
tt0050077,tvSeries,Whirlybirds,Whirlybirds,0,1957,1960,30,Adventure,7.8,388
tt0050079,tvSeries,Zorro,Zorro,0,1957,1959,30,"Adventure, Family, Western",8.2,4497
tt0051247,tvSeries,77 Sunset Strip,77 Sunset Strip,0,1958,1964,60,"Action, Crime, Drama",7.7,1712
tt0051251,tvSeries,The Ann Sothern Show,The Ann Sothern Show,0,1958,1961,30,Comedy,7.8,198
tt0051261,tvSeries,Bronco,Bronco,0,1958,1962,60,Western,7.1,413
tt0051263,tvSeries,Casey Jones,Casey Jones,0,1957,1958,30,Western,7.5,246
tt0051266,tvSeries,Cimarron City,Cimarron City,0,1958,1960,60,Western,7.4,190
tt0051267,tvSeries,The Donna Reed Show,The Donna Reed Show,0,1958,1966,30,"Comedy, Family",7.4,1991
tt0051273,tvSeries,Frontier Doctor,Frontier Doctor,0,1956,,30,Western,8.2,118
tt0051276,tvSeries,The Garry Moore Show,The Garry Moore Show,0,1958,1967,60,"Comedy, Family",6.8,150
tt0051277,tvSeries,The George Burns Show,The George Burns Show,0,1958,1959,30,Comedy,7.8,86
tt0051282,tvSeries,How to Marry a Millionaire,How to Marry a Millionaire,0,1957,1959,30,"Comedy, Romance",7.9,110
tt0051283,tvSeries,The Huckleberry Hound Show,The Huckleberry Hound Show,0,1958,1962,30,"Animation, Comedy, Family",6.6,4029
tt0051285,tvSeries,The Invisible Man,The Invisible Man,0,1958,1960,30,"Drama, Sci-Fi, Thriller",7.0,464
tt0051286,tvSeries,Ivanhoe,Ivanhoe,0,1958,1959,30,"Adventure, History",7.1,385
tt0051290,tvSeries,Lawman,Lawman,0,1958,1962,30,Western,8.1,1041
tt0051292,tvSeries,Mackenzie's Raiders,Mackenzie's Raiders,0,1958,1959,30,Western,7.5,114
tt0051293,tvSeries,Man with a Camera,Man with a Camera,0,1958,1960,30,"Crime, Drama",7.2,322
tt0051297,tvSeries,Naked City,Naked City,0,1958,1963,60,"Crime, Drama, Thriller",8.2,1492
tt0051299,tvSeries,Northwest Passage,Northwest Passage,0,1958,1959,25,Adventure,6.8,128
tt0051301,tvSeries,Peter Gunn,Peter Gunn,0,1958,1961,30,"Action, Crime, Drama",8.0,1760
tt0051305,tvMiniSeries,Quatermass and the Pit,Quatermass and the Pit,0,1958,1959,30,"Drama, Horror, Sci-Fi",8.0,1256
tt0051307,tvSeries,Rescue 8,Rescue 8,0,1958,1960,30,"Action, Adventure, Crime",7.9,135
tt0051308,tvSeries,The Rifleman,The Rifleman,0,1958,1963,30,"Family, Western",8.3,5337
tt0051309,tvSeries,The Rough Riders,The Rough Riders,0,1958,1959,30,Western,8.0,86
tt0051310,tvSeries,The Adventures of the Scarlet Pimpernel,The Scarlet Pimpernel,0,1955,1956,30,"Adventure, Family",6.9,89
tt0051311,tvSeries,Sea Hunt,Sea Hunt,0,1958,1961,30,"Action, Adventure",7.7,1477
tt0051312,tvSeries,Shirley Temple's Storybook,Shirley Temple's Storybook,0,1958,1961,60,"Drama, Family, Fantasy",7.3,247
tt0051317,tvSeries,Steve Canyon,Steve Canyon,0,1958,1959,30,Adventure,7.1,209
tt0051320,tvSeries,The Texan,The Texan,0,1958,1960,30,Western,7.5,385
tt0051324,tvSeries,U.S. Marshal,U.S. Marshal,0,1958,1960,30,"Crime, Drama, Western",7.4,111
tt0051325,tvSeries,Union Pacific,Union Pacific,0,1958,1959,30,Western,8.2,67
tt0051327,tvSeries,Wanted: Dead or Alive,Wanted: Dead or Alive,0,1958,1961,30,Western,8.0,2921
tt0051328,tvSeries,Westinghouse Desilu Playhouse,Westinghouse Desilu Playhouse,0,1958,1960,60,Drama,7.8,154
tt0051329,tvSeries,Yancy Derringer,Yancy Derringer,0,1958,1959,30,"Action, Adventure, Western",7.8,489
tt0052440,tvSeries,Adventures in Paradise,Adventures in Paradise,0,1959,1962,60,Adventure,8.1,420
tt0052441,tvSeries,The Alaskans,The Alaskans,0,1959,1960,60,"Adventure, Western",8.3,103
tt0052442,tvSeries,One Step Beyond,One Step Beyond,0,1959,1961,25,"Drama, Fantasy, Horror",7.8,1960
tt0052445,tvSeries,Bat Masterson,Bat Masterson,0,1958,1961,30,Western,7.3,1288
tt0052447,tvSeries,The Bell Telephone Hour,The Bell Telephone Hour,0,1959,1968,60,Music,7.7,55
tt0052448,tvSeries,The Betty Hutton Show,The Betty Hutton Show,0,1959,1960,30,Comedy,6.6,57
tt0052449,tvSeries,Black Saddle,Black Saddle,0,1959,1960,30,Western,7.5,125
tt0052450,tvSeries,Bold Venture,Bold Venture,0,1959,,30,Adventure,8.3,28
tt0052451,tvSeries,Bonanza,Bonanza,0,1959,1973,49,Western,7.3,11568
tt0052453,tvSeries,Bourbon Street Beat,Bourbon Street Beat,0,1959,1960,60,"Crime, Drama",7.8,200
tt0052454,tvSeries,Brenner,Brenner,0,1959,1964,30,"Crime, Drama",6.9,59
tt0052455,tvSeries,Coronado 9,Coronado 9,0,1960,1961,30,Crime,7.9,94
tt0052457,tvSeries,The D.A.'s Man,The D.A.'s Man,0,1959,,30,Crime,7.8,24
tt0052458,tvSeries,The David Niven Show,The David Niven Show,0,1959,1959,30,Drama,7.9,50
tt0052459,tvSeries,Deadline,Deadline,0,1959,1961,30,Drama,7.5,51
tt0052461,tvSeries,Dennis the Menace,Dennis the Menace,0,1959,1963,30,"Comedy, Family",7.0,2672
tt0052462,tvSeries,The Deputy,The Deputy,0,1959,1961,30,Western,6.9,436
tt0052463,tvSeries,The Detectives,The Detectives,0,1959,1962,60,"Action, Crime, Drama",7.4,249
tt0052464,tvSeries,The DuPont Show with June Allyson,The DuPont Show with June Allyson,0,1959,1961,30,Drama,7.3,250
tt0052465,tvSeries,Fibber McGee and Molly,Fibber McGee and Molly,0,1959,1960,30,Comedy,7.5,44
tt0052466,tvSeries,Five Fingers,Five Fingers,0,1959,1960,60,Drama,8.1,68
tt0052468,tvSeries,The Four Just Men,The Four Just Men,0,1959,1960,30,Drama,7.1,172
tt0052472,tvSeries,Hawaiian Eye,Hawaiian Eye,0,1959,1963,60,"Action, Adventure, Crime",7.6,716
tt0052473,tvSeries,Hennesey,Hennesey,0,1959,1962,30,Comedy,7.9,250
tt0052474,tvSeries,Hotel de Paree,Hotel de Paree,0,1959,1960,30,Western,8.1,59
tt0052475,tvSeries,Interpol Calling,Interpol Calling,0,1959,,30,"Crime, Drama",7.2,135
tt0052478,tvSeries,Johnny Ringo,Johnny Ringo,0,1959,1960,30,Western,6.9,189
tt0052479,tvSeries,Johnny Staccato,Johnny Staccato,0,1959,1960,24,"Crime, Drama, Mystery",7.9,283
tt0052481,tvSeries,Laramie,Laramie,0,1959,1963,60,Western,7.7,1570
tt0052483,tvSeries,Law of the Plainsman,Law of the Plainsman,0,1959,1960,30,Western,8.1,115
tt0052484,tvSeries,The Lawless Years,The Lawless Years,0,1959,1961,30,"Crime, Drama",7.0,125
tt0052485,tvSeries,Lock Up,Lock Up,0,1959,1961,30,"Crime, Drama",7.7,109
tt0052488,tvSeries,Manhunt,Manhunt,0,1959,1961,30,"Crime, Drama",7.4,53
tt0052490,tvSeries,The Many Loves of Dobie Gillis,The Many Loves of Dobie Gillis,0,1959,1963,30,"Comedy, Family",7.7,2155
tt0052491,tvSeries,Markham,Markham,0,1959,1960,30,"Crime, Drama",8.2,94
tt0052493,tvSeries,Men Into Space,Men Into Space,0,1959,1960,30,Sci-Fi,7.7,228
tt0052494,tvSeries,Mr. Lucky,Mr. Lucky,0,1959,1960,30,"Drama, Thriller",7.6,389
tt0052501,tvSeries,Philip Marlowe,Philip Marlowe,0,1959,1960,30,"Crime, Drama, Mystery",7.3,73
tt0052503,tvSeries,Playboy's Penthouse,Playboy's Penthouse,0,1959,1961,60,Music,7.4,53
tt0052504,tvSeries,Rawhide,Rawhide,0,1959,1965,50,Western,7.9,4819
tt0052505,tvSeries,The Rebel,The Rebel,0,1959,1961,30,Western,7.8,699
tt0052506,tvSeries,Riverboat,Riverboat,0,1959,1961,60,"Adventure, Western",7.3,236
tt0052507,tvSeries,The Bullwinkle Show,Rocky and His Friends,0,1959,1963,30,"Action, Adventure, Animation",7.8,4807
tt0052508,tvSeries,Shotgun Slade,Shotgun Slade,0,1959,1961,30,Western,6.7,139
tt0052509,tvMiniSeries,As Far as My Feet Will Carry Me,So weit die Füße tragen,0,1959,1959,400,"Drama, War",7.6,230
tt0052511,tvSeries,Startime,Startime,0,1959,1961,60,"Comedy, Drama, Musical",6.4,236
tt0052512,tvSeries,Sunday Showcase,Sunday Showcase,0,1959,1961,60,"Biography, Comedy, Drama",4.4,168
tt0052515,tvSeries,The Third Man,The Third Man,0,1959,1965,30,"Crime, Drama",7.7,229
tt0052517,tvSeries,Tightrope,Tightrope,0,1959,1960,30,"Crime, Drama",8.1,162
tt0052520,tvSeries,The Twilight Zone,The Twilight Zone,0,1959,1964,50,"Drama, Fantasy, Horror",9.0,99049
tt0052522,tvSeries,The Untouchables,The Untouchables,0,1959,1963,50,"Action, Crime, Drama",8.0,3206
tt0052525,tvSeries,Wichita Town,Wichita Town,0,1959,1960,30,Western,7.4,59
tt0053479,tvSeries,The Andy Griffith Show,The Andy Griffith Show,0,1960,1968,30,"Comedy, Family",8.4,17765
tt0053480,tvSeries,Angel,Angel,0,1960,1961,30,Comedy,7.4,55
tt0053483,tvSeries,The Barbara Stanwyck Show,The Barbara Stanwyck Show,0,1960,1961,30,Drama,7.3,237
tt0053488,tvSeries,The Bugs Bunny Show,The Bugs Bunny Show,0,1960,1975,30,"Animation, Comedy",8.6,36733
tt0053489,tvSeries,Candid Camera,Candid Camera,0,1960,1975,30,"Comedy, Reality-TV",6.9,491
tt0053491,tvSeries,Checkmate,Checkmate,0,1960,1962,60,"Crime, Drama, Mystery",7.4,331
tt0053492,tvSeries,Citizen James,Citizen James,0,1960,1962,30,Comedy,7.3,46
tt0053494,tvSeries,Coronation Street,Coronation Street,0,1960,,30,"Comedy, Drama, Romance",5.6,6237
tt0053496,tvSeries,Danger Man,Danger Man,0,1960,1961,24,"Action, Adventure, Crime",7.9,1449
tt0053497,tvSeries,Dante,Dante,0,1960,1961,30,"Adventure, Crime, Drama",7.6,68
tt0053499,tvSeries,The Dickie Henderson Show,The Dickie Henderson Show,0,1960,1968,30,Comedy,6.9,26
tt0053502,tvSeries,The Flintstones,The Flintstones,0,1960,1966,26,"Adventure, Animation, Comedy",7.5,42396
tt0053506,tvSeries,Happy,Happy,0,1960,1961,30,Comedy,7.0,38
tt0053508,tvSeries,Hong Kong,Hong Kong,0,1960,1961,60,Adventure,8.0,185
tt0053509,tvSeries,The Jim Backus Show,Hot Off the Wire,0,1960,1961,30,Comedy,7.4,52
tt0053510,tvSeries,Insight,Insight,0,1960,1984,30,Drama,7.4,304
tt0053513,tvSeries,Johnny Midnight,Johnny Midnight,0,1960,1960,30,"Crime, Drama",7.7,57
tt0053516,tvSeries,Klondike,Klondike,0,1960,1961,30,"Adventure, Western",7.3,57
tt0053517,tvSeries,The Law and Mr. Jones,The Law and Mr. Jones,0,1960,1962,30,Drama,7.7,75
tt0053521,tvSeries,Michael Shayne,Michael Shayne,0,1960,1961,60,"Crime, Drama",7.3,113
tt0053522,tvSeries,The Famous Adventures of Mr. Magoo,The Famous Adventures of Mr. Magoo,0,1964,1965,30,"Animation, Comedy, Family",7.2,687
tt0053525,tvSeries,My Three Sons,My Three Sons,0,1960,1972,30,"Comedy, Family",7.1,4729
tt0053527,tvSeries,Outlaws,Outlaws,0,1960,1962,60,Western,7.3,97
tt0053528,tvSeries,Overland Trail,Overland Trail,0,1960,1960,60,Western,7.4,99
tt0053529,tvSeries,Pete and Gladys,Pete and Gladys,0,1960,1962,30,Comedy,7.3,171
tt0053530,tvSeries,Peter Loves Mary,Peter Loves Mary,0,1960,1961,30,Comedy,6.2,37
tt0053533,tvSeries,The Roaring 20's,The Roaring 20's,0,1960,1962,60,"Crime, Drama",8.0,190
tt0053534,tvSeries,Route 66,Route 66,0,1960,1964,60,"Adventure, Crime, Drama",7.7,2048
tt0053537,tvSeries,Stagecoach West,Stagecoach West,0,1960,1961,60,Western,7.3,178
tt0053538,tvMiniSeries,The Strange World of Gurney Slade,The Strange World of Gurney Slade,0,1960,1960,30,Comedy,8.4,149
tt0053539,tvSeries,The Chevy Mystery Show,The Chevy Mystery Show,0,1960,1960,45,Mystery,8.0,48
tt0053540,tvSeries,Surfside 6,Surfside 6,0,1960,1962,60,Drama,7.8,337
tt0053544,tvSeries,The Tall Man,The Tall Man,0,1960,1962,30,Western,7.3,208
tt0053545,tvSeries,Tate,Tate,0,1960,1960,30,Western,7.2,146
tt0053546,tvSeries,Thriller,Thriller,0,1960,1962,50,"Crime, Drama, Horror",8.2,1715
tt0053548,tvSeries,Winston Churchill: The Valiant Years,Winston Churchill: The Valiant Years,0,1960,1963,30,"Biography, Documentary",8.8,134
tt0053551,tvSeries,The Westerner,The Westerner,0,1960,,30,Western,7.8,305
tt0053553,tvSeries,The Witness,The Witness,0,1960,1961,,Drama,6.9,23
tt0053554,tvSeries,World of Giants,World of Giants,0,1959,1959,30,Sci-Fi,7.5,60
tt0054510,tvSeries,87th Precinct,87th Precinct,0,1961,1962,60,"Crime, Drama",8.0,201
tt0054511,tvSeries,A for Andromeda,A for Andromeda,0,1961,1961,45,"Drama, Sci-Fi",7.1,149
tt0054513,tvSeries,Alcoa Premiere,Alcoa Premiere,0,1961,1963,60,Drama,6.9,148
tt0054514,tvSeries,The Alvin Show,The Alvin Show,0,1961,1962,30,"Adventure, Animation, Family",6.9,338
tt0054517,tvSeries,The Asphalt Jungle,The Asphalt Jungle,0,1961,1961,60,"Crime, Drama",8.0,93
tt0054518,tvSeries,The Avengers,The Avengers,0,1961,1969,50,"Action, Comedy, Crime",8.3,9246
tt0054519,tvSeries,Ben Casey,Ben Casey,0,1961,1966,60,Drama,7.1,679
tt0054525,tvSeries,Bus Stop,Bus Stop,0,1961,1962,60,Drama,6.9,115
tt0054526,tvSeries,Cain's Hundred,Cain's Hundred,0,1961,1962,60,"Crime, Drama",7.8,115
tt0054527,tvSeries,Calvin and the Colonel,Calvin and the Colonel,0,1961,1962,30,"Animation, Comedy, Family",6.5,89
tt0054528,tvSeries,"Car 54, Where Are You?","Car 54, Where Are You?",0,1961,1963,30,Comedy,7.7,1960
tt0054529,tvSeries,The Cheaters,The Cheaters,0,1960,1962,30,Mystery,7.8,35
tt0054531,tvSeries,The Defenders,The Defenders,0,1961,1965,60,"Crime, Drama",8.0,525
tt0054532,tvSeries,The Dick Powell Theatre,The Dick Powell Show,0,1961,1963,60,"Comedy, Drama",7.4,219
tt0054533,tvSeries,The Dick Van Dyke Show,The Dick Van Dyke Show,0,1961,1966,30,"Comedy, Family",8.4,12359
tt0054534,tvSeries,Diver Dan,Diver Dan,0,1961,1961,7,"Action, Adventure, Animation",7.5,104
tt0054535,tvSeries,Dr. Kildare,Dr. Kildare,0,1961,1966,60,Drama,7.0,1043
tt0054539,tvSeries,Follow the Sun,Follow the Sun,0,1961,1962,60,Adventure,7.4,83
tt0054540,tvSeries,Frontier Circus,Frontier Circus,0,1961,1962,60,Western,7.9,82
tt0054541,tvSeries,Isar 12,Isar 12,0,1961,1963,25,"Action, Drama",8.6,70
tt0054542,tvSeries,The Gertrude Berg Show,The Gertrude Berg Show,0,1961,1962,30,Comedy,7.5,71
tt0054544,tvSeries,The Hathaways,The Hathaways,0,1961,1962,30,Comedy,7.1,68
tt0054545,tvSeries,Hazel,Hazel,0,1961,1966,30,Comedy,7.2,2226
tt0054552,tvSeries,The Joey Bishop Show,The Joey Bishop Show,0,1961,1965,30,Comedy,6.5,382
tt0054553,tvSeries,King of Diamonds,King of Diamonds,0,1961,1962,30,"Adventure, Crime, Drama",7.7,43
tt0054556,tvSeries,Miami Undercover,Miami Undercover,0,1961,1961,30,Drama,5.8,25
tt0054557,tvSeries,Mister Ed,Mister Ed,0,1961,1966,30,"Comedy, Family, Fantasy",6.9,4863
tt0054558,tvSeries,The New Breed,The New Breed,0,1961,1962,60,Drama,7.7,111
tt0054559,tvSeries,One Happy Family,One Happy Family,0,1961,1961,30,Comedy,6.8,21
tt0054560,tvSeries,Password,Password,0,1961,2024,30,Game-Show,7.3,527
tt0054563,tvSeries,Shannon,Shannon,0,1961,1962,30,"Crime, Drama, Mystery",7.4,47
tt0054567,tvSeries,Supercar,Supercar,0,1961,1962,30,"Family, Sci-Fi",6.9,415
tt0054568,tvSeries,Tales of the Wizard of Oz,Tales of the Wizard of Oz,0,1961,,,"Animation, Comedy, Family",6.6,169
tt0054569,tvSeries,Tallahassee 7000,Tallahassee 7000,0,1961,,30,"Crime, Drama",6.9,39
tt0054570,tvSeries,Target: The Corruptors,Target: The Corruptors,0,1961,1962,60,Drama,7.6,103
tt0054572,tvSeries,Top Cat,Top Cat,0,1961,1962,30,"Animation, Comedy, Crime",7.1,8322
tt0054573,tvSeries,Two of a Kind,Two of a Kind,0,1961,1968,30,Comedy,7.9,57
tt0054574,tvSeries,'Way Out,'Way Out,0,1961,1961,25,"Drama, Fantasy, Horror",7.8,197
tt0054577,tvSeries,Whiplash,Whiplash,0,1960,1961,30,Western,7.9,92
tt0054578,tvSeries,Whispering Smith,Whispering Smith,0,1961,1961,30,Western,7.4,202
tt0054579,tvSeries,Window on Main Street,Window on Main Street,0,1961,1962,30,"Comedy, Drama",7.4,58
tt0054581,tvSeries,You're in the Picture,The Jackie Gleason Show,0,1961,1961,30,"Comedy, Family, Game-Show",6.0,61
tt0054921,tvMiniSeries,Gewissen in Aufruhr,Gewissen in Aufruhr,0,1961,1961,,"Drama, War",7.5,38
tt0055656,tvSeries,Sir Francis Drake,Sir Francis Drake,0,1961,1962,25,"Adventure, Family",7.0,156
tt0055657,tvSeries,The Alfred Hitchcock Hour,The Alfred Hitchcock Hour,0,1962,1965,50,"Crime, Drama, Horror",8.5,5373
tt0055659,tvSeries,The Andromeda Breakthrough,The Andromeda Breakthrough,0,1962,1962,45,"Drama, Sci-Fi",6.9,63
tt0055660,tvSeries,The Andy Williams Show,The Andy Williams Show,0,1962,1969,60,Music,7.4,277
tt0055662,tvSeries,The Beverly Hillbillies,The Beverly Hillbillies,0,1962,1971,25,"Comedy, Family",7.3,11507
tt0055663,tvSeries,Empire,Empire,0,1962,1964,60,"Drama, Western",7.7,86
tt0055666,tvSeries,Combat!,Combat!,0,1962,1967,60,"Action, Drama, War",8.4,3314
tt0055667,tvSeries,Davey and Goliath,Davey and Goliath,0,1960,2004,15,"Animation, Family",7.5,529
tt0055669,tvSeries,The Eleventh Hour,The Eleventh Hour,0,1962,1964,60,Drama,7.6,132
tt0055671,tvSeries,Ensign O'Toole,Ensign O'Toole,0,1962,1963,30,Comedy,7.3,106
tt0055673,tvSeries,Fireball XL5,Fireball XL5,0,1962,1963,30,"Action, Animation, Drama",7.2,755
tt0055674,tvSeries,G.E. True,G.E. True,0,1962,1963,30,"Adventure, Drama",8.4,36
tt0055675,tvSeries,The Gallant Men,The Gallant Men,0,1962,1963,60,"Action, Drama, War",7.9,164
tt0055676,tvSeries,Going My Way,Going My Way,0,1962,1963,60,"Drama, Family",7.7,118
tt0055677,tvMiniSeries,Das Halstuch,Das Halstuch,0,1962,1962,217,"Action, Thriller",7.0,111
tt0055678,tvSeries,Hugh and I,Hugh and I,0,1962,1967,30,Comedy,6.7,49
tt0055679,tvSeries,"I'm Dickens, He's Fenster","I'm Dickens, He's Fenster",0,1962,1963,30,Comedy,7.6,182
tt0055680,tvSeries,It's a Man's World,It's a Man's World,0,1962,1963,60,"Comedy, Drama, Romance",7.8,145
tt0055681,tvSeries,The Jack Paar Program,The Jack Paar Program,0,1962,1965,60,"Comedy, Talk-Show",8.2,236
tt0055682,tvSeries,Jackie Gleason: American Scene Magazine,Jackie Gleason: American Scene Magazine,0,1962,1966,60,"Comedy, Music",8.6,100
tt0055683,tvSeries,The Jetsons,The Jetsons,0,1962,1963,25,"Animation, Comedy, Family",7.0,24956
tt0055685,tvSeries,The Lloyd Bridges Show,The Lloyd Bridges Show,0,1962,1963,30,Drama,6.8,86
tt0055686,tvSeries,The Lucy Show,The Lucy Show,0,1962,1968,30,Comedy,7.2,3307
tt0055687,tvSeries,Man of the World,Man of the World,0,1962,1963,60,"Crime, Drama",7.3,68
tt0055688,tvSeries,The Match Game,The Match Game,0,1962,1969,25,Game-Show,7.4,594
tt0055689,tvSeries,McHale's Navy,McHale's Navy,0,1962,1966,30,"Comedy, War",7.4,3406
tt0055691,tvSeries,The Merv Griffin Show,The Merv Griffin Show,0,1962,1986,60,"Comedy, Family, Music",6.6,620
tt0055692,tvSeries,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,0,1962,1963,30,Comedy,7.4,58
tt0055693,tvSeries,The New Loretta Young Show,The New Loretta Young Show,0,1962,1963,30,"Comedy, Drama",6.9,64
tt0055694,tvSeries,The Doctors and the Nurses,The Nurses,0,1962,1965,60,Drama,7.4,116
tt0055698,tvSeries,Ripcord,Ripcord,0,1961,1963,30,Adventure,7.4,187
tt0055701,tvSeries,The Saint,The Saint,0,1962,1969,50,"Action, Crime, Drama",7.5,6460
tt0055702,tvSeries,Saints and Sinners,Saints and Sinners,0,1962,1963,60,Drama,5.7,150
tt0055703,tvSeries,Sam Benedict,Sam Benedict,0,1962,1963,60,Drama,7.9,101
tt0055705,tvSeries,Stoney Burke,Stoney Burke,0,1962,1963,60,"Drama, Sport, Western",7.8,246
tt0055708,tvSeries,The Tonight Show Starring Johnny Carson,The Tonight Show Starring Johnny Carson,0,1962,1992,105,"Comedy, Talk-Show",8.5,4382
tt0055710,tvSeries,The Virginian,The Virginian,0,1962,1971,75,Western,7.6,3308
tt0055713,tvSeries,Wide Country,Wide Country,0,1962,1963,60,"Drama, Sport, Western",8.0,101
tt0056737,tvSeries,Arrest and Trial,Arrest and Trial,0,1963,1964,90,"Crime, Drama",7.6,162
tt0056739,tvSeries,Astro Boy,Astro Boy,0,1963,1965,30,"Action, Adventure, Animation",7.4,1089
tt0056741,tvSeries,The Bill Dana Show,The Bill Dana Show,0,1963,1965,30,Comedy,7.2,97
tt0056742,tvSeries,Bob Hope Presents the Chrysler Theatre,Bob Hope Presents the Chrysler Theatre,0,1963,1967,60,"Adventure, Comedy, Crime",7.4,250
tt0056743,tvSeries,Breaking Point,Breaking Point,0,1963,1964,60,Drama,7.4,82
tt0056745,tvSeries,Burke's Law,Burke's Law,0,1963,1966,50,"Action, Adventure, Comedy",7.3,1048
tt0056746,tvSeries,Channing,Channing,0,1963,1964,60,Drama,7.0,64
tt0056747,tvSeries,The Dakotas,The Dakotas,0,1962,1963,60,Western,7.4,128
tt0056748,tvSeries,The Danny Kaye Show,The Danny Kaye Show,0,1963,1967,60,"Comedy, Music",7.8,221
tt0056751,tvSeries,Doctor Who,Doctor Who,0,1963,1989,25,"Adventure, Drama, Family",8.4,40365
tt0056753,tvSeries,East Side/West Side,East Side/West Side,0,1963,1964,60,Drama,8.4,217
tt0056754,tvSeries,Espionage,Espionage,0,1963,1964,48,"Drama, War",7.6,87
