tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt22806544,tvSeries,The Hunter,Al Sancak,0,2023,2023,,Action,6.1,314
tt22807484,tvSeries,Ancient Apocalypse,Ancient Apocalypse,0,2022,2024,30,"Documentary, History",7.3,11610
tt2280757,tvSeries,Shakespeare in Italy,Shakespeare in Italy,0,2012,,59,Documentary,8.0,44
tt22808126,tvSeries,Africa from Above,Africa from Above,0,2022,2022,,Documentary,7.8,30
tt22808620,tvSeries,The Monastery,Monastyr,0,2022,,50,Drama,5.9,421
tt22813264,tvSeries,La fièvre,La fièvre,0,2024,,,Drama,7.0,413
tt2281375,tvSeries,Nashville,Nashville,0,2012,2018,43,"Drama, Music, Romance",7.7,28072
tt22815208,tvSeries,Yara Shahidi's Day Off,Yara Shahidi's Day Off,0,2022,,,Talk-Show,2.4,49
tt2281583,tvSeries,Guys with Kids,Guys with Kids,0,2012,2013,22,Comedy,6.3,4453
tt22816472,tvSeries,Gaslight,Gaslight,0,2023,,27,Drama,6.8,385
tt22816510,tvSeries,Travesuras de la Niña Mala,Travesuras de la Niña Mala,0,2022,,,Romance,7.4,76
tt22817632,tvSeries,Heavenly Delusion,Tengoku daimakyô,0,2023,2023,24,"Adventure, Animation, Mystery",7.9,8495
tt22819280,tvSeries,Rosie Molloy Gives Up Everything,Rosie Molloy Gives Up Everything,0,2022,2022,30,Comedy,5.7,328
tt22819614,tvSeries,Mr. Bad,Wo De Fan Pai Nan You,0,2022,2022,,"Comedy, Fantasy, Romance",7.4,449
tt2282359,tvSeries,Pavitra Rishta,Pavitra Rishta,0,2009,2014,24,"Drama, Romance",6.3,1948
tt2282445,tvSeries,Brand X with Russell Brand,Brand X with Russell Brand,0,2012,2013,60,"Comedy, Talk-Show",5.3,962
tt2282677,tvSeries,Yay Me! Starring London Tipton,Yay Me! Starring London Tipton,0,2007,2007,,"Comedy, Family",6.4,122
tt2283335,tvSeries,Shining Inheritance,Chanranhan yusan,0,2009,2009,70,"Comedy, Drama, Romance",7.5,1023
tt2284143,tvSeries,The Locked Room,Kagi no kakatta heya,0,2012,2012,47,Mystery,7.2,375
tt22852656,tvMiniSeries,Low Country: The Murdaugh Dynasty,Low Country: The Murdaugh Dynasty,0,2022,2022,50,"Biography, Crime, Documentary",7.2,1833
tt22856092,tvSeries,Against All Odds,Protiv vsekh,0,2023,2025,24,Comedy,6.1,95
tt2286153,tvSeries,Capitali culturali d'Europa,Capitali culturali d'Europa,0,1983,,55,Documentary,6.8,21
tt22862686,tvSeries,Mind Tunnel,Tunnel,0,2023,,,"Crime, Drama, Thriller",6.5,301
tt22864630,tvSeries,Tu Zakhm Hai,Tu Zakhm Hai,0,2022,,,Romance,6.8,323
tt2286707,tvSeries,Love Rain,Sarangbi,0,2012,2012,65,"Comedy, Drama, Romance",7.6,1721
tt2286713,tvSeries,MMO Grinder,MMO Grinder,0,2011,,,Comedy,8.2,7
tt2286877,tvMiniSeries,Orbit: Earth's Extraordinary Journey,Orbit: Earth's Extraordinary Journey,0,2012,2012,,Documentary,7.9,314
tt22869606,tvSeries,Wishing Stone,Dilek Tasi,0,2023,2024,,"Drama, History",5.6,218
tt2287041,tvSeries,Scorned: Love Kills,Scorned: Love Kills,0,2012,2016,,"Crime, Documentary",6.9,303
tt2287053,tvSeries,Sketchy,Sketchy,0,2012,2014,,"Comedy, Musical",7.4,74
tt2287077,tvSeries,Super Henedi,Super Henedi,0,2008,2014,,"Adventure, Animation, Comedy",6.5,255
tt22871368,tvSeries,Autodefensa,Autodefensa,0,2022,2022,15,"Comedy, Drama",5.9,381
tt22871794,tvSeries,Bodem,Bodem,0,2024,2024,,"Comedy, Drama",7.9,634
tt22871950,tvSeries,Moresnet,Moresnet,0,2024,,,"Drama, Mystery, Thriller",6.6,204
tt2287229,tvSeries,The Pitch,The Pitch,0,2012,2013,60,"Documentary, Reality-TV",6.9,312
tt22872644,tvSeries,May I Help You,May I Help You,0,2022,2022,60,Drama,7.6,1174
tt22872838,tvMiniSeries,FIFA Uncovered,FIFA Uncovered,0,2022,2022,60,"Crime, Documentary, Sport",7.4,6699
tt22873700,tvSeries,Gaus Electronics,Gaus Jeonja,0,2022,2022,50,Comedy,7.8,855
tt2287380,tvSeries,Incredible Crew,Incredible Crew,0,2012,2013,30,"Comedy, Family",3.9,809
tt22875000,tvSeries,Die Beschatter,Die Beschatter,0,2022,,,Crime,6.6,100
tt22876148,tvSeries,Shaq,Shaq,0,2022,2022,,"Biography, Documentary, Sport",7.7,1782
tt2287998,tvSeries,Evil Twins,Evil Twins,0,2012,,44,"Crime, Documentary",6.8,137
tt2288050,tvSeries,Here Comes Honey Boo Boo,Here Comes Honey Boo Boo,0,2012,2017,60,Reality-TV,2.5,7544
tt2288064,tvSeries,Witches of East End,Witches of East End,0,2013,2014,60,"Drama, Fantasy, Horror",7.5,27832
tt2288104,tvSeries,Painter of the Wind,Painter of the Wind,0,2008,2008,65,"Drama, History, Romance",7.8,252
tt2288138,tvSeries,Nature's Microworlds,Nature's Microworlds,0,2012,,,Documentary,8.2,63
tt22882128,tvMiniSeries,Yonder,Yonder,0,2022,,,"Drama, Sci-Fi",6.5,176
tt2288228,tvSeries,Pobres Rico,Pobres Rico,0,2012,,,Drama,7.7,34
tt2288499,tvSeries,Danny Dyer's Deadliest Men,Danny Dyer's Deadliest Men,0,2008,2009,,"Documentary, Reality-TV",6.6,145
tt2288516,tvSeries,¿Dónde está Elisa?,¿Dónde está Elisa?,0,2012,2012,,Drama,7.8,55
tt22888970,tvSeries,Mordsschwestern - Verbrechen ist Familiensache,Mordsschwestern - Verbrechen ist Familiensache,0,2022,,58,Crime,6.1,29
tt22889156,tvSeries,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,Tensei Oujo to Tensai Reijou no Mahou Kakumei,0,2023,2023,,"Adventure, Animation, Comedy",7.8,2480
tt22889176,tvSeries,Boiling Point,Boiling Point,0,2023,,237,"Drama, Thriller",7.8,4849
tt2289131,tvSeries,Off the Air,Off the Air,0,2011,,11,"Animation, Comedy, Horror",8.4,1076
tt2289228,tvSeries,Tooned,Tooned,0,2012,,4,"Animation, Comedy, Sport",8.0,233
tt2289244,tvSeries,Bethenny,Bethenny,0,2012,2014,60,Talk-Show,2.4,170
tt2289518,tvMiniSeries,Being: Liverpool,Being: Liverpool,0,2012,2012,,"Documentary, Reality-TV, Sport",8.4,1070
tt22897656,tvSeries,Sorry I'm Weird,Sorry I'm Weird,0,2022,,,Comedy,9.0,29
tt22898352,tvSeries,Pamela's Garden of Eden,Pamela's Garden of Eden,0,2022,,,Reality-TV,6.6,188
tt22900702,tvSeries,The Great Game,Il grande gioco,0,2022,2022,,Drama,6.2,173
tt2290339,tvSeries,Emily Owens M.D.,Emily Owens M.D.,0,2012,2013,43,"Comedy, Drama, Romance",7.5,6844
tt2290891,tvSeries,Al Kabeer,Al Kabeer,0,2010,2024,,"Comedy, Romance",8.5,4474
tt2290981,tvSeries,Breaking Pointe,Breaking Pointe,0,2012,,60,Reality-TV,7.1,656
tt2291131,tvSeries,First Dates with Toby Harris,First Dates with Toby Harris,0,2011,2013,,"Comedy, Short",8.0,111
tt2291325,tvSeries,Christmas Star,Julestjerner,0,2012,2012,,Family,6.5,237
tt2291833,tvSeries,Nada Simple/Todo Simple,Nada Simple/Todo Simple,0,2009,,,Documentary,8.6,6
tt2291979,tvSeries,Rap Critic Reviews,Rap Critic Reviews,0,2010,,,"Comedy, Music",6.5,118
tt2292117,tvSeries,Bakaleya High School,Shiritsu Bakaleya Kôkô,0,2012,2012,30,Comedy,6.4,46
tt2292210,tvSeries,Doraleous and Associates: The Series,Doraleous and Associates: The Series,0,2012,,,Animation,9.1,319
tt2292621,tvSeries,Burning Love,Burning Love,0,2012,2013,23,"Comedy, Romance",7.9,4410
tt2293002,tvSeries,Ben 10: Omniverse,Ben 10: Omniverse,0,2012,2014,22,"Action, Adventure, Animation",6.5,8442
tt2293398,tvSeries,Lenore: The Cute Little Dead Girl,Lenore: The Cute Little Dead Girl,0,2002,,,"Animation, Comedy, Fantasy",7.5,222
tt2293415,tvSeries,Anime Abandon,Anime Abandon,0,2011,,,Comedy,6.1,166
tt2293522,tvMiniSeries,Das Adlon. Eine Familiensaga,Das Adlon. Eine Familiensaga,0,2013,2013,270,"Drama, History",7.4,1036
tt2293681,tvSeries,Histoires extraordinaires,Histoires extraordinaires,0,1981,1981,,,6.5,28
tt2293719,tvSeries,Imperium,Imperium,0,2012,2012,60,"Drama, History",6.5,156
tt2293824,tvSeries,Muv-Luv Alternative: Total Eclipse,Muv-Luv Alternative: Total Eclipse,0,2012,2012,,"Action, Animation, Drama",6.4,210
tt2293882,tvSeries,Chitose Get You!!,Chitose Get You!!,0,2012,,3,"Animation, Comedy, Short",5.4,45
tt2293974,tvSeries,Robotics;Notes,Robotics;Notes,0,2012,2013,25,"Action, Animation, Comedy",6.8,436
tt2293988,tvSeries,Nakaimo: My Little Sister Is Among Them,"Kono naka ni hitori, imouto ga iru!",0,2012,2013,25,"Animation, Comedy, Drama",6.1,294
tt2294048,tvSeries,Blast of Tempest,Zetsuen No Tempest,0,2012,2013,25,"Action, Animation, Fantasy",7.4,1697
tt2294070,tvSeries,Code: Breaker,Code: Breaker,0,2012,2012,,"Adventure, Animation, Crime",6.7,1221
tt2294076,tvSeries,Girls und Panzer,Girls und Panzer,0,2012,2013,25,"Action, Animation, Comedy",7.5,1591
tt22941150,tvSeries,Love Never Lies: Destination Sardinia,Amor con Fianza: Destino Cerdena,0,2022,2022,50,Reality-TV,5.1,181
tt2294159,tvMiniSeries,Superman of Tokyo,Superman of Tokyo,0,2012,,1,"Animation, Sci-Fi, Short",6.3,60
tt2294189,tvSeries,The Fall,The Fall,0,2013,2016,60,"Crime, Drama, Thriller",8.1,124326
tt2294227,tvMiniSeries,The Secret of Crickley Hall,The Secret of Crickley Hall,0,2012,2012,59,"Drama, Horror, Mystery",6.8,3645
tt22945136,tvSeries,Sarpanch,Sarpanch,0,2023,,,"Crime, Drama, Thriller",8.4,73
tt2294814,tvSeries,Written by a Kid,Written by a Kid,0,2012,,,"Animation, Family",7.6,81
tt2295578,tvSeries,Warehouse 13: Grand Designs,Warehouse 13: Grand Designs,0,2012,,38,"Comedy, Drama, Mystery",7.4,205
tt2295663,tvSeries,KOAPP,KOAPP,0,1984,1990,9,Animation,7.6,79
tt2295809,tvSeries,Mistresses,Mistresses,0,2013,2016,43,"Drama, Romance, Thriller",7.1,14137
tt2295859,tvSeries,One Life,One Life,0,2003,,,Documentary,7.7,8
tt2295953,tvSeries,Primeval: New World,Primeval: New World,0,2012,2013,42,"Action, Adventure, Drama",6.5,4967
tt2296348,tvSeries,The Pet Girl of Sakurasou,Sakurasou no Pet na Kanojo,0,2012,2013,24,"Animation, Comedy, Drama",7.6,5527
tt2296674,tvMiniSeries,Monsters,Monsters,0,2012,,54,Mystery,6.2,627
tt2296682,tvSeries,Dracula,Dracula,0,2013,2014,43,"Drama, Horror, Romance",7.3,30515
tt2297229,tvSeries,Bratya piloty,Bratya piloty,0,1995,1996,,Animation,7.0,85
tt22972424,tvMiniSeries,The Ice Cream Wars,The Ice Cream Wars,0,2022,2022,118,"Crime, Documentary, History",6.8,151
tt2297363,tvSeries,Duets,Duets,0,2012,2012,60,"Game-Show, Music, Reality-TV",4.3,224
tt2297520,tvSeries,Mighty Planes,Mighty Planes,0,2012,,60,Documentary,7.9,85
tt2297604,tvMiniSeries,Run,Run,0,2013,2013,60,"Crime, Drama",7.4,1950
tt2297757,tvSeries,Nathan for You,Nathan for You,0,2013,2017,30,"Comedy, Documentary",8.9,42387
tt2297768,tvSeries,I'm a Stripper,I'm a Stripper,0,2013,2015,42,Reality-TV,6.2,65
tt2297810,tvSeries,The Burn with Jeff Ross,The Burn with Jeff Ross,0,2012,2013,30,"Comedy, Talk-Show",7.6,706
tt2298092,tvSeries,Collection Intervention,Collection Intervention,0,2012,,60,Reality-TV,6.5,89
tt2298250,tvSeries,Where the Bears Are,Where the Bears Are,0,2012,2019,138,"Comedy, Mystery",7.3,652
tt2298264,tvMiniSeries,The Secret River,The Secret River,0,2015,2015,,"Adventure, Drama, History",7.2,709
tt22983862,tvSeries,Lupin Zero,Lupin Zero,0,2022,2023,,"Adventure, Animation, Comedy",6.8,162
tt22984224,tvSeries,Sono Lillo,Sono Lillo,0,2023,,27,"Comedy, Drama",6.1,352
tt2298477,tvSeries,Super Fun Night,Super Fun Night,0,2013,2014,22,Comedy,6.2,4900
tt2298595,tvSeries,Babble-On Begins,Babble-On Begins,0,2012,,5,"Action, Biography, Comedy",7.2,55
tt22986332,tvSeries,11 Shots,11 Shots,0,2022,,,Drama,7.7,28
tt22986710,tvSeries,Buddy Daddies,Buddy Daddies,0,2023,2023,24,"Action, Animation, Comedy",7.9,2646
tt2298746,tvSeries,Nos chers voisins,Nos chers voisins,0,2012,,5,"Comedy, Family",4.8,120
tt22987884,tvSeries,Living Life,Zhit zhizn,0,2023,2024,46,"Drama, Thriller",5.8,212
tt2298792,tvSeries,Alpha Bravo Charlie,Alpha Bravo Charlie,0,1998,1998,40,Action,9.4,1888
tt22988950,tvSeries,"Project ""Prometheus""",Prometey,0,2024,2025,45,"Mystery, Sci-Fi, Thriller",6.0,126
tt2298919,tvMiniSeries,Lupin the Third: The Woman Called Fujiko Mine,Lupin the Third: Mine Fujiko to iu onna,0,2012,2012,20,"Action, Adventure, Animation",7.7,1001
tt2299141,tvSeries,The Syndicate,The Syndicate,0,2012,2021,60,"Drama, Mystery",7.3,1999
tt2299207,tvSeries,Tree Fu Tom,Tree Fu Tom,0,2012,2016,26,"Action, Adventure, Animation",5.4,262
tt2299640,tvSeries,Bering Sea Gold: Under the Ice,Bering Sea Gold: Under the Ice,0,2012,2014,60,"Adventure, Documentary, Reality-TV",6.6,685
tt2299801,tvSeries,Chris/tina,Chris/tina,0,2012,,30,Drama,9.0,52
tt2300165,tvSeries,Iss Pyaar Ko Kya Naam Doon,Iss Pyaar Ko Kya Naam Doon,0,2011,2018,22,"Drama, Romance",7.6,4495
tt23003918,tvSeries,Baddies West Auditions,Baddies West Auditions,0,2022,,,Reality-TV,7.7,47
tt2300428,tvMiniSeries,Dirigible Days,Dirigible Days,0,2012,,,Sci-Fi,8.2,75
tt2300923,tvSeries,Go On,Go On,0,2012,2013,22,Comedy,7.5,20746
tt23009644,tvSeries,Medium,Reibai Tantei Jozuka Hisui,0,2022,,45,Mystery,7.1,52
tt2301092,tvSeries,The Voronins,Voroniny,0,2009,2019,24,"Adventure, Comedy, Family",4.6,731
tt2301351,tvSeries,RuPaul's Drag Race All Stars,RuPaul's Drag Race All Stars,0,2012,,60,"Game-Show, Reality-TV",8.5,10258
tt23015076,tvSeries,Ginormo,Ginormo,0,2023,2023,,"Action, Comedy, Sci-Fi",8.2,258
tt2301547,tvSeries,Deadly Sins,Deadly Sins,0,2012,,,"Crime, Documentary",6.9,467
tt2301604,tvMiniSeries,Vasa 1628,Vasa 1628,0,2011,2012,109,"Drama, History",6.2,49
tt2301643,tvSeries,Halloween Wars,Halloween Wars,0,2011,,42,"Family, Game-Show, Reality-TV",7.6,753
tt23016788,tvMiniSeries,Harry & Meghan: The Complete Story,Harry & Meghan: The Complete Story,0,2022,2022,45,"Biography, Documentary, Romance",2.9,5541
tt23016870,tvSeries,Fudêncio Reboot,Fudêncio Reboot,0,2022,,,"Animation, Comedy",7.2,14
tt23017430,tvMiniSeries,Meet the Batwheels,Meet the Batwheels,0,2022,,2,"Action, Adventure, Animation",6.2,59
tt2301807,tvSeries,Naruto SD: Rock Lee & His Ninja Pals,Naruto SD: Rokku Rî no seishun Furu Pawâ ninden,0,2012,2013,24,"Action, Animation, Comedy",7.1,1098
tt23019922,tvMiniSeries,Captains,Captains,0,2022,2022,38,"Documentary, Sport",6.3,439
tt2302085,tvSeries,Restaurant Stakeout,Restaurant Stakeout,0,2012,,60,Reality-TV,4.7,404
tt23022276,tvMiniSeries,"Pepsi, Where's My Jet?","Pepsi, Where's My Jet?",0,2022,2022,40,"Documentary, History",7.0,12843
tt23023988,tvSeries,Lesson in Love,Lesson in Love,0,2022,2023,,Drama,7.3,201
tt23024424,tvSeries,Behind Every Star,Behind Every Star,0,2022,,60,"Comedy, Drama",6.9,290
tt23025212,tvSeries,13 Klinicheskaya,13 Klinicheskaya,0,2022,,45,"Drama, Fantasy, Mystery",6.8,264
tt23025446,tvSeries,Lada Gold,Lada Gold,0,2023,2023,48,"Adventure, Comedy, Drama",5.8,191
tt23026906,tvSeries,The Parent Test,The Parent Test,0,2022,2023,,"Family, Game-Show, Reality-TV",6.4,256
tt23027446,tvMiniSeries,"First Love, Again","First Love, Again",0,2022,2022,,Romance,6.4,244
tt23028046,tvSeries,Jogandofoddaci,Jogandofoddaci,0,2019,2021,,Comedy,8.9,240
tt23029874,tvSeries,Hokkaido Gals Are Super Adorable!,Dosanko gal wa namara menkoi,0,2024,2024,24,"Animation, Comedy, Romance",6.8,1075
tt23030000,tvSeries,Jet Lag: The Game,Jet Lag: The Game,0,2022,,,"Adventure, Comedy, Game-Show",9.3,454
tt2303065,tvMiniSeries,"Amethyst, Princess of Gemworld","Amethyst, Princess of Gemworld",0,2013,2013,,"Action, Adventure, Animation",7.3,284
tt2303077,tvSeries,Brazil Avenue,Avenida Brasil,0,2012,2012,45,"Comedy, Crime, Drama",8.3,2730
tt2303123,tvMiniSeries,Bikie Wars: Brothers in Arms,Bikie Wars: Brothers in Arms,0,2012,2012,45,Drama,7.0,885
tt23031670,tvMiniSeries,Das Rote Imperium,Das Rote Imperium,0,2022,2022,,"Documentary, History",6.5,18
tt2303170,tvSeries,Ainsi soient-ils,Ainsi soient-ils,0,2012,2015,52,Drama,7.4,327
tt23032110,tvMiniSeries,Midnight Horror - 6 Different Nights,Midnight Horror - 6 Different Nights,0,2022,2022,,"Horror, Thriller",6.0,54
tt23032590,tvSeries,Magarsus,Magarsus,0,2023,,60,"Crime, Drama",7.7,1554
tt23032868,tvSeries,Shadow Detective,Shadow Detective,0,2022,2023,60,"Crime, Drama, Mystery",7.0,515
tt23032890,tvSeries,Revenge of Others,3inching Boksu,0,2022,,60,"Action, Drama, Mystery",7.6,3819
tt2303355,tvSeries,Descending,Descending,0,2012,,,Documentary,8.7,162
tt2303367,tvSeries,Dirk Gently,Dirk Gently,0,2010,2012,58,"Comedy, Crime, Mystery",7.6,3620
tt2303377,tvMiniSeries,Doom Patrol,Doom Patrol,0,2013,2013,1,"Action, Animation, Sci-Fi",7.3,130
tt23033802,tvSeries,Still Up,Still Up,0,2023,2023,,Comedy,6.7,1971
tt23034344,tvSeries,The Travelling Auctioneers,The Travelling Auctioneers,0,2022,,45,Reality-TV,5.7,35
tt23034674,tvSeries,The Actresses,Aktrisy,0,2023,2023,35,"Comedy, Drama",6.4,120
tt23036426,tvMiniSeries,Sausage Party: Foodtopia,Sausage Party: Foodtopia,0,2024,,26,"Adventure, Animation, Comedy",5.7,4062
tt2303687,tvSeries,Line of Duty,Line of Duty,0,2012,2021,60,"Crime, Drama, Mystery",8.7,74355
tt23037654,tvSeries,Khakee: The Bihar Chapter,Khakee: The Bihar Chapter,0,2022,,45,"Action, Crime, Drama",8.2,12313
tt23038608,tvSeries,A Portrait of Jianghu: Bad Guys,Hua Jianghu Zhi Buliang Ren,0,2014,,,"Action, Adventure, Animation",8.7,32
tt2303867,tvSeries,Padam Padam,Padam Padam,0,2011,2012,,"Fantasy, Romance",7.4,349
tt2303889,tvMiniSeries,Super Best Friends Forever,Super Best Friends Forever,0,2012,2012,1,"Animation, Fantasy, Sci-Fi",7.4,167
tt2304199,tvMiniSeries,Thunder and Lightning,Thunder and Lightning,0,2013,,,"Action, Animation, Comedy",7.7,97
tt2304251,tvSeries,Vibe,Vibe,0,2012,2012,1,"Action, Animation, Short",6.6,56
tt2304406,tvSeries,The Greatest Love,Choegoui Sarang,0,2011,2011,,"Comedy, Drama, Romance",7.7,1199
tt2304589,tvMiniSeries,Defending Jacob,Defending Jacob,0,2020,2020,50,"Crime, Drama, Mystery",7.8,72969
tt2304700,tvMiniSeries,Very Private Lesson,Kyokasho ni nai!,0,1998,1998,40,"Animation, Comedy, Short",5.8,98
tt2304858,tvSeries,Tilly and Friends,Tilly and Friends,0,2012,,,"Animation, Family",7.2,31
tt23049902,tvSeries,Charles: Our New King,Charles: Our New King,0,2022,,,Documentary,5.6,44
tt23050382,tvSeries,Bodh,Bodh,0,2022,,,Mystery,7.6,223
tt23050736,tvSeries,LOL: Last One Laughing Sweden,LOL: Skrattar bäst som skrattar sist,0,2022,,30,Comedy,7.2,369
tt23052176,tvMiniSeries,Jack Osbourne's Haunted Homecoming,Jack Osbourne's Haunted Homecoming,0,2022,2022,48,Reality-TV,6.4,120
tt23052556,tvMiniSeries,Katar - WM der Schande,Katar - WM der Schande,0,2022,2023,30,"Documentary, Sport",7.7,18
tt23053882,tvSeries,The Shadow Stories,The Shadow Stories,0,2022,,,"Comedy, Drama, Horror",7.8,9
tt23053962,tvMiniSeries,The CEO's Contract Wife,The CEO's Contract Wife,0,2022,2022,,"Drama, Romance",7.6,171
tt2305397,tvSeries,Fashion King,Paesyeon-wang,0,2012,2012,,Drama,5.7,298
tt23054572,tvMiniSeries,"Big Bad Husband, Please Wake Up!","Big Bad Husband, Please Wake Up!",0,2023,,2,Drama,6.9,115
tt23054736,tvMiniSeries,The Boss Affair,The Boss Affair,0,2023,,,"Comedy, Romance",8.0,76
tt23055158,tvSeries,Let Me Check the Walkthrough First!?,Zanting! Rang Wo Cha Gonglüe,0,2022,2022,,"Action, Adventure, Animation",5.1,34
tt23056522,tvSeries,The Starry Love,Xing luo ning cheng tang,0,2023,2023,45,"Adventure, Drama, Fantasy",7.9,443
tt2305660,tvSeries,Ixion Saga DT,Ixion Saga DT,0,2012,2013,25,"Adventure, Animation, Comedy",6.6,173
tt23056928,tvSeries,Flus,Flus,0,2022,,29,"Crime, Drama, Thriller",7.2,448
tt23058150,tvSeries,LOL: Qui Rira Le Dernier?,LOL: Qui Rira Le Dernier?,0,2023,,25,"Comedy, Reality-TV",6.7,133
tt23061236,tvMiniSeries,Donkerbos,Donkerbos,0,2022,2023,60,"Crime, Drama, Thriller",7.4,355
tt23061466,tvSeries,"Blood, Sex & Royalty","Blood, Sex & Royalty",0,2022,,44,"Biography, Drama, History",5.9,1804
tt2306157,tvSeries,The Owl,The Owl,0,2006,,1,"Animation, Family",7.1,105
tt23061586,tvSeries,Korea No.1,Korea No. 1,0,2022,,45,Reality-TV,7.5,287
tt23062300,tvMiniSeries,Amazon Music Live,Amazon Music Live,0,2022,,,Music,5.4,26
tt2306299,tvSeries,Vikings,Vikings,0,2013,2020,45,"Action, Adventure, Drama",8.5,607732
tt2306350,tvMiniSeries,Filé de Borboleta e Outros Causos,Filé de Borboleta e Outros Causos,0,2012,,,Comedy,7.8,33
tt23063742,tvMiniSeries,Ben Fogle's Lost Worlds,Ben Fogle's Lost Worlds,0,2022,2022,90,Documentary,6.9,36
tt23071582,tvMiniSeries,Safe,Safe,0,2022,,45,Drama,8.4,85
tt2307257,tvSeries,Dumou Fi Oyoun Waqiha,Dumou Fi Oyoun Waqiha,0,1980,,40,"Drama, History, War",7.1,258
tt2307673,tvSeries,Marie,Marie,0,2012,2013,60,Talk-Show,6.3,95
tt2308448,tvMiniSeries,BBC Mountain Gorilla,BBC Mountain Gorilla,0,2010,,180,Documentary,7.9,49
tt2309056,tvSeries,Super Power Beat Down,Super Power Beat Down,0,2012,2020,,Short,8.2,407
tt2309131,tvSeries,Continuum,Continuum,0,2012,,,Sci-Fi,6.2,574
tt2309295,tvSeries,Hemlock Grove,Hemlock Grove,0,2013,2015,46,"Drama, Fantasy, Horror",7.0,43395
tt2309302,tvMiniSeries,Tonari no kaibutsu-kun,Tonari no kaibutsu-kun,0,2012,2012,24,"Animation, Comedy, Romance",7.2,5446
tt2309312,tvSeries,"Say ""I love you""",Suki-tte î na yo.,0,2012,2013,25,"Animation, Drama, Romance",7.2,4406
tt2309320,tvSeries,From the New World,Shin Sekai Yori,0,2012,2013,25,"Action, Adventure, Animation",7.8,3824
tt2309405,tvSeries,Jordskott,Jordskott,0,2015,2017,60,"Crime, Drama, Fantasy",7.1,5187
tt2309408,tvSeries,Little Busters!,Little Busters!,0,2012,2013,,"Animation, Comedy, Drama",6.7,393
tt2309461,tvSeries,Mighty Machines,Mighty Machines,0,1994,2008,,Family,8.5,110
tt2309828,tvSeries,High Kick!,High Kick!,0,2006,2012,30,"Comedy, Drama, Romance",8.3,548
tt2309934,tvMiniSeries,Acchi Kocchi,Acchi Kocchi,0,2012,2012,25,"Animation, Comedy, Romance",6.6,353
tt23101354,tvSeries,School of Drama,School of Drama,0,2022,,15,"Adventure, Animation, Fantasy",8.0,8
tt2310212,tvSeries,Mr Selfridge,Mr Selfridge,0,2013,2016,45,"Drama, History",7.7,17286
tt2310240,tvSeries,Lauren,Lauren,0,2012,2013,,"Drama, Short",7.9,448
tt2310393,tvSeries,Antigone 34,Antigone 34,0,2012,,52,"Crime, Drama",7.1,88
tt23107302,tvSeries,School A.D.A.,Escuela A.D.A.,0,2023,,22,Animation,8.7,14
tt23109230,tvSeries,Adalett,Adalett,0,2023,,,Action,6.2,163
tt2311418,tvSeries,Isler Güçler,Isler Güçler,0,2012,2013,86,Comedy,8.6,21609
tt2311454,tvSeries,Üsküdar'a Giderken,Üsküdar'a Giderken,0,2011,2011,70,Comedy,8.4,2045
tt2311516,tvSeries,Formula 1: Ten Sport,Formula 1: Ten Sport,0,2003,,,Sport,7.3,14
tt2311579,tvSeries,Happy Endings: Happy Rides,Happy Endings: Happy Rides,0,2012,2012,2,Comedy,7.6,219
tt2311643,tvMiniSeries,Howzat! Kerry Packer's War,Howzat! Kerry Packer's War,0,2012,2012,180,"Drama, Sport",7.7,748
tt23118788,tvSeries,Familie Bundschuh,Familie Bundschuh,0,2015,,,Comedy,6.9,33
tt2312007,tvSeries,Mahoro ekimae bangaichi,Mahoro ekimae bangaichi,0,2013,,,Comedy,7.9,194
tt2312036,tvSeries,East Los High,East Los High,0,2013,2017,26,Drama,6.9,882
tt2312563,tvSeries,Secret War,Secret War,0,2011,,,"Documentary, History, War",7.7,33
tt23128682,tvSeries,Yakuza Lover,Koi to dangan,0,2022,2022,,"Drama, Romance",5.1,337
tt2313114,tvSeries,"Blood, Lies and Alibis","Blood, Lies and Alibis",0,2012,,,"Crime, Documentary",7.0,95
tt2313154,tvSeries,Behind the 8 Ball,Behind the 8 Ball,0,2012,,,"Drama, Reality-TV",8.1,20
tt23132598,tvSeries,The Most Heretical Last Boss Queen: From Villainess to Savior,Higeki no Genkyo to naru Saikyo Gedo Last Boss Joo wa Min no tame ni Tsukushimasu,0,2023,2023,24,"Animation, Comedy, Fantasy",6.4,440
tt2313384,tvSeries,The Simple Heist,Enkelstöten,0,2017,2019,265,"Comedy, Crime",7.0,523
tt2313615,tvMiniSeries,Animal Man,Animal Man,0,2012,2012,1,"Animation, Fantasy, Short",7.3,92
tt23136682,tvSeries,Red Skies,Red Skies,0,2023,,50,"Drama, Thriller",7.8,132
tt2313743,tvMiniSeries,Blame!,Blame!,0,2003,2003,5,"Action, Animation, Drama",6.3,521
tt23143876,tvSeries,This Is Not Sweden,Això no és Suècia,0,2023,2023,40,"Comedy, Drama",7.0,267
tt23143950,tvSeries,Calles gale verden,Calles gale verden,0,2022,,20,Comedy,5.6,114
tt23147672,tvSeries,Angels of Death: Origins,Angels of Death: Origins,0,2022,,,"Action, Animation, Sci-Fi",7.9,105
tt2314792,tvSeries,Low Winter Sun,Low Winter Sun,0,2013,2013,43,"Crime, Drama",7.0,6117
